mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mel_1,mel_2,mel_3,mel_4,mel_5,mel_6,mel_7,mel_8,mel_9,mel_10,mel_11,mel_12,mel_13,mel_14,mel_15,mel_16,mel_17,mel_18,mel_19,mel_20,mel_21,mel_22,mel_23,mel_24,mel_25,mel_26,mel_27,mel_28,mel_29,mel_30,mel_31,mel_32,mel_33,mel_34,mel_35,mel_36,mel_37,mel_38,mel_39,mel_40,mel_41,mel_42,mel_43,mel_44,mel_45,mel_46,mel_47,mel_48,mel_49,mel_50,mel_51,mel_52,mel_53,mel_54,mel_55,mel_56,mel_57,mel_58,mel_59,mel_60,mel_61,mel_62,mel_63,mel_64,mel_65,mel_66,mel_67,mel_68,mel_69,mel_70,mel_71,mel_72,mel_73,mel_74,mel_75,mel_76,mel_77,mel_78,mel_79,mel_80,mel_81,mel_82,mel_83,mel_84,mel_85,mel_86,mel_87,mel_88,mel_89,mel_90,mel_91,mel_92,mel_93,mel_94,mel_95,mel_96,mel_97,mel_98,mel_99,mel_100,mel_101,mel_102,mel_103,mel_104,mel_105,mel_106,mel_107,mel_108,mel_109,mel_110,mel_111,mel_112,mel_113,mel_114,mel_115,mel_116,mel_117,mel_118,mel_119,mel_120,mel_121,mel_122,mel_123,mel_124,mel_125,mel_126,mel_127,mel_128,chroma_1,chroma_2,chroma_3,chroma_4,chroma_5,chroma_6,chroma_7,chroma_8,chroma_9,chroma_10,chroma_11,chroma_12,spectral_centroid,zero_crossing_rate
-192.34479,95.56319,5.787316,21.302868,-2.8473744,8.923636,-1.0689024,1.8573982,-7.5205,-0.49084663,1.0761592,3.8749473,0.7934898,-1.5070182,-1.6657184,-1.5522691,-2.5622034,-1.7659395,-1.8863544,-1.6690724,-0.18420482,0.20856589,-1.0678741,-2.2758045,-2.3366818,-4.5695376,-5.801839,-7.312909,-7.4731226,-7.5680413,-5.596472,-4.6933794,-4.637231,-3.873653,-2.7656035,-2.504651,-0.93575823,-3.451892,-8.721414,-13.864923,-15.666787,-14.152781,-13.006982,-14.200173,-13.414352,-10.839918,-10.307026,-10.356536,-12.097756,-12.228035,-12.37723,-11.890738,-12.182352,-12.3371935,-12.093402,-11.884187,-12.839801,-14.522085,-14.441349,-13.553944,-13.552317,-14.10687,-13.742224,-13.301298,-12.779774,-13.023819,-16.315033,-17.266811,-15.997613,-16.405006,-17.135376,-19.563606,-19.05467,-17.812973,-18.79688,-17.709902,-18.157938,-18.34798,-18.792082,-19.493517,-18.424175,-18.208103,-18.799692,-19.524467,-20.045197,-20.483044,-20.252333,-19.448603,-20.412815,-20.06733,-19.250444,-18.50824,-18.073402,-18.77954,-19.048191,-19.945574,-21.541002,-21.61529,-20.704372,-20.758242,-21.30024,-22.376242,-22.37413,-22.89706,-24.140526,-24.551516,-23.943487,-23.17295,-22.206753,-22.259966,-22.774702,-22.283266,-22.85683,-23.638426,-23.760496,-23.52483,-24.426857,-24.892326,-25.62553,-25.697243,-26.001732,-26.102762,-25.659328,-26.184378,-27.221836,-28.766039,-30.032587,-30.564201,-30.456219,-28.676256,-27.989504,-27.784838,-28.202818,-28.700344,-29.678913,-30.127457,-30.288792,-29.536808,-30.625072,-34.928406,-48.22756,0.6939742,0.83561325,0.6379948,0.38805714,0.3119194,0.34203544,0.3598118,0.4246409,0.53058994,0.51600665,0.53761935,0.59777,1697.0104623346588,0.1011988863031914
-196.3093,96.06179,5.5605984,24.663784,-0.53731686,11.334154,6.1082087,4.91418,-9.232847,-1.9774382,5.3481207,3.5081499,0.5282277,-0.2439638,-1.4860423,3.2431211,3.8712842,1.1133851,-0.86970896,-1.7529354,-2.8609717,-2.55167,-1.5025429,-2.2240272,-3.7547672,-5.427147,-5.6447287,-6.543646,-9.150164,-8.22283,-7.0642877,-4.7182884,-3.9883537,-4.2192144,-3.8012147,-4.161338,-5.3561497,-5.682093,-8.9120245,-16.336605,-18.868973,-16.932203,-14.869906,-15.739883,-14.050461,-12.18448,-10.442346,-10.750791,-12.10953,-12.577047,-11.7217655,-10.495868,-12.214421,-12.218411,-12.574912,-13.385541,-12.965616,-13.036462,-12.989286,-13.447513,-14.556216,-13.629607,-13.172217,-13.329184,-13.186097,-12.632727,-15.753117,-17.041739,-15.515697,-17.257425,-18.199446,-19.908081,-19.577513,-20.826506,-19.938105,-19.220518,-20.29105,-20.52894,-20.361067,-21.080824,-21.15786,-20.233103,-19.443853,-19.138657,-18.990139,-19.52993,-19.230663,-18.875587,-19.044752,-18.608618,-17.68118,-17.394173,-17.352854,-17.304636,-17.335081,-18.495525,-20.225376,-21.386257,-22.343506,-22.731098,-23.337452,-23.567625,-23.796673,-23.507513,-23.384344,-23.579319,-22.96783,-22.764477,-22.486685,-22.525892,-23.269419,-23.676813,-23.24825,-23.911652,-24.862885,-24.525026,-25.491346,-25.054092,-25.730349,-25.41185,-26.322191,-26.888792,-27.890617,-27.79494,-27.854507,-28.107765,-29.547092,-30.783377,-30.890415,-30.310799,-30.197224,-30.232298,-30.456615,-30.692461,-30.30143,-29.511194,-29.337172,-28.725384,-30.513737,-35.29092,-47.906513,0.7685865,0.7298741,0.6927003,0.57422864,0.5235323,0.43681747,0.39475164,0.48323855,0.5459127,0.70477325,0.7692517,0.78678745,1626.2578802862165,0.0908930352393617
-185.13176,98.28126,8.462275,25.127012,-5.1377935,12.367486,-2.2822707,10.387661,-1.7871776,-3.7329957,1.5938205,5.908087,0.53583544,4.1548653,4.4003515,1.1672082,1.2642373,0.8154587,-0.90609205,-1.5360205,-0.032742955,0.5930601,-0.24863353,-1.955192,-2.686454,-3.7497826,-4.3887415,-5.9976897,-6.2621455,-6.290962,-6.2385654,-4.236624,-4.1965847,-4.0538282,-3.8277175,-2.8779511,-1.3296182,-2.955955,-8.011571,-13.527578,-15.063983,-12.699078,-11.83771,-13.06901,-12.44794,-10.954587,-9.436693,-8.261702,-8.214091,-8.721474,-9.749453,-9.598622,-10.213411,-11.382492,-11.170208,-12.440799,-13.019782,-13.353987,-14.098068,-13.889951,-14.166156,-14.621018,-14.402135,-14.37616,-14.467561,-15.027099,-17.070927,-17.327497,-16.25296,-16.307909,-18.192642,-20.451189,-19.667116,-19.247934,-17.863882,-17.455784,-17.053713,-17.904644,-19.226423,-19.871124,-18.411512,-16.551386,-15.792764,-16.684307,-17.674131,-17.125515,-18.174706,-18.137709,-18.742117,-19.596376,-19.672327,-18.53078,-18.391579,-18.663168,-19.999746,-21.685452,-23.601524,-23.685757,-24.163172,-22.868933,-21.776743,-21.240343,-20.43771,-20.05069,-20.710997,-22.464888,-22.276094,-22.998362,-23.72911,-22.608377,-21.520618,-20.99252,-20.808836,-21.442406,-20.807796,-21.904287,-21.394659,-21.414406,-22.268826,-23.37706,-24.032125,-25.101719,-26.335405,-27.670458,-27.564247,-28.215229,-29.135763,-28.7882,-28.867739,-29.381113,-28.800653,-28.78364,-29.208788,-28.930779,-29.29044,-30.111435,-30.452671,-31.356728,-32.157547,-36.163734,-48.308475,0.7170495,0.80849594,0.54157287,0.40574268,0.3976089,0.42613873,0.4988199,0.6073992,0.6605728,0.68141806,0.68104583,0.6590942,1605.871189616916,0.0876516788563829
-193.55898,95.914055,2.3297234,25.910797,-0.97339135,12.818653,5.851204,3.700542,-9.313082,-0.8507789,5.204315,2.5317519,-0.4813467,-0.07811442,0.72041297,2.925257,2.047902,-0.19751401,-1.3132377,-2.2418475,-1.1449726,-1.5592129,-2.4012544,-2.735073,-3.3730469,-4.1961155,-5.373024,-7.34086,-9.15822,-9.058432,-7.3694577,-4.4240313,-3.558932,-3.713265,-2.8292015,-3.8088133,-5.1709623,-7.0549064,-9.573641,-16.633123,-19.209604,-17.055386,-14.75777,-15.38403,-14.766904,-11.5365715,-10.691807,-9.488428,-10.730338,-12.373575,-11.714485,-11.065087,-12.379794,-11.475371,-12.208719,-13.535824,-13.346698,-13.229026,-13.757044,-13.447462,-14.177081,-13.0368805,-12.7707615,-11.763212,-12.316173,-11.688314,-15.1057625,-16.009214,-14.068647,-15.242129,-17.133625,-19.324165,-18.415228,-19.18633,-19.821133,-19.405174,-19.774714,-20.031673,-20.314968,-20.883541,-19.883863,-20.24486,-19.973665,-18.611954,-18.868498,-19.164219,-18.808058,-18.459269,-18.437407,-18.140486,-17.242624,-16.955791,-16.443321,-16.135677,-16.780893,-18.402376,-20.505459,-20.770351,-21.121141,-22.747665,-23.225544,-22.70604,-22.125841,-22.714788,-22.617842,-22.624275,-21.690413,-21.818573,-22.285765,-22.35229,-22.999992,-23.431143,-23.24804,-23.805296,-24.493279,-24.461538,-24.508238,-24.601427,-25.05455,-25.582184,-26.296808,-26.913237,-27.427904,-27.693869,-28.255352,-28.361032,-29.472794,-31.035292,-30.736536,-30.529493,-30.515898,-30.838163,-30.860332,-30.81959,-30.484015,-29.689547,-29.47423,-29.515633,-31.17308,-35.88177,-48.614098,0.8429033,0.8012037,0.700257,0.636196,0.49248382,0.46705613,0.42762834,0.4560825,0.549304,0.6303622,0.71281666,0.7884277,1650.367111040454,0.0959524601063829
-265.55252,114.07654,4.210499,22.88502,8.305324,11.305972,3.1670022,4.3747134,-9.752107,0.9087217,3.6716335,6.529227,2.3912153,1.5618036,0.07659298,-2.4459064,-1.407436,-4.464844,-6.3176913,-6.9073305,-7.7005525,-8.015636,-6.154507,-5.6774125,-5.8950934,-9.226763,-10.101452,-11.571031,-11.885427,-12.025649,-11.236817,-8.135522,-7.5074677,-6.9937015,-7.815008,-9.423504,-10.656069,-11.204504,-14.875994,-20.169037,-23.41168,-21.51987,-20.159088,-19.977009,-18.557178,-17.37517,-17.490803,-18.662426,-18.670322,-18.087713,-16.946136,-15.493336,-17.617176,-18.363861,-18.577208,-18.99182,-18.837484,-19.247557,-18.511335,-18.47721,-19.54055,-18.768269,-18.144619,-18.439674,-15.850477,-17.32282,-21.015827,-21.180386,-21.199257,-21.352364,-22.535692,-24.334251,-24.303627,-25.03764,-24.56087,-24.204073,-25.07895,-24.581789,-24.24952,-25.50092,-24.284393,-24.055508,-24.31952,-24.813908,-25.055017,-26.066067,-25.925625,-25.892254,-26.364178,-25.613705,-24.710064,-24.802166,-25.172602,-24.999517,-24.979141,-26.653837,-28.888556,-29.380255,-29.174807,-30.38322,-30.890121,-31.183922,-29.897789,-31.708494,-32.256187,-32.271782,-31.5893,-32.76054,-32.661182,-32.676277,-32.61322,-32.969234,-32.8393,-32.67688,-33.77488,-33.852276,-34.33361,-34.150673,-33.62403,-34.77472,-35.290855,-34.804016,-35.425793,-35.367622,-35.912502,-36.6042,-37.324394,-37.676186,-37.369255,-36.903904,-36.928516,-37.460217,-36.91121,-37.801033,-37.658127,-37.68451,-38.190025,-39.14081,-39.225452,-42.186646,-55.12787,0.7871924,0.7519026,0.66724503,0.5424976,0.4878264,0.4516373,0.42570496,0.45911837,0.49001527,0.57388705,0.73306483,0.7863961,1273.0158830642815,0.063710314162234
-194.91309,100.70453,3.112619,25.080772,-7.726919,12.401762,2.7617466,11.359605,-2.8048687,-9.820635,1.4641027,5.1216335,-2.0864918,1.1254269,1.0984427,1.3779722,-0.22438946,-0.6784125,-2.5714593,-1.674552,-1.0584087,-0.049004383,-0.15171927,-2.524434,-3.704416,-3.5583324,-5.5998907,-7.2889643,-7.529432,-7.8439517,-6.5284967,-4.2933297,-5.209524,-6.3644986,-5.2389503,-4.620404,-3.2112062,-3.9952655,-9.752894,-15.089135,-17.466648,-15.31333,-13.980574,-14.100026,-12.24292,-10.665049,-9.698448,-9.290074,-9.099654,-8.7319,-8.360195,-8.509815,-8.912283,-9.052335,-9.594232,-10.657251,-12.938581,-12.373693,-12.693578,-13.436352,-13.813661,-14.350601,-14.409384,-14.675256,-15.287834,-17.0229,-19.065655,-18.18172,-17.043575,-17.667067,-19.179731,-21.161596,-20.599497,-19.76109,-19.049131,-18.70085,-19.172585,-18.804344,-19.719227,-20.65308,-19.54263,-18.962986,-18.920319,-18.347178,-18.271435,-16.7868,-17.197817,-17.12577,-17.223942,-18.445744,-18.395779,-17.66295,-18.061726,-18.930882,-19.119375,-21.23783,-24.20029,-22.758303,-24.582281,-27.077902,-26.47012,-24.820599,-23.17626,-22.425396,-21.627787,-20.062334,-20.263872,-20.577343,-20.186197,-20.026741,-22.001337,-22.385698,-23.00463,-23.538467,-23.701206,-23.637356,-23.860596,-24.40256,-24.312183,-24.64402,-25.112211,-26.00336,-27.54307,-28.503326,-30.533821,-31.171839,-31.98406,-32.69365,-31.24852,-30.257668,-30.515049,-30.626831,-31.50134,-31.57725,-31.595844,-31.829983,-31.822813,-32.81756,-33.693344,-36.807266,-48.77958,0.64166796,0.70039123,0.7269045,0.4994125,0.36013258,0.3209911,0.37217826,0.42284212,0.5764064,0.7974447,0.7808806,0.6655102,1572.7170390889694,0.0897190824468085
-216.38936,104.78636,7.364518,21.380375,-0.17006508,7.9287887,6.0750666,4.9825025,-11.341254,0.8179793,6.106961,6.013107,2.8626437,1.4731827,1.6458942,-0.4301504,-0.4381312,-1.1219827,-2.8066638,-2.8293035,-3.1670675,-3.454519,-3.6081774,-3.0366292,-3.7482226,-6.311811,-7.006904,-8.238357,-9.792188,-9.931026,-8.16967,-5.391205,-4.113438,-3.7107372,-3.4511592,-4.3296885,-5.388435,-5.834492,-8.808707,-15.046955,-17.575226,-16.454453,-15.072424,-16.674791,-15.874366,-13.4349785,-12.061983,-10.828512,-11.919165,-14.438459,-14.038204,-12.393033,-12.788103,-13.850687,-14.403109,-15.070649,-14.921854,-14.032664,-12.9794,-14.371331,-15.406523,-13.709901,-13.896133,-13.834642,-13.729072,-15.328879,-17.972326,-19.359283,-17.836061,-18.504328,-19.82914,-21.795668,-21.890541,-22.13039,-23.002275,-22.766472,-23.162046,-23.21635,-23.088629,-22.603954,-21.170319,-21.26428,-21.427654,-20.918484,-21.347235,-21.603725,-21.669195,-20.572641,-20.82923,-21.111036,-20.83907,-20.87521,-19.859676,-19.669525,-19.928085,-20.447104,-23.309866,-24.69441,-24.70005,-24.077486,-23.85465,-24.992735,-25.356768,-25.100552,-25.758026,-26.089125,-26.156229,-26.975903,-27.703959,-27.735203,-28.96415,-28.73251,-27.841156,-27.906263,-28.115868,-27.255129,-27.444817,-27.950483,-27.474472,-27.462742,-28.753937,-29.130234,-30.214693,-30.682364,-30.467205,-31.017792,-31.550133,-32.07737,-32.763485,-32.640186,-32.772877,-32.677452,-32.451794,-32.22512,-31.830256,-30.679789,-30.838873,-31.54546,-33.89388,-37.65553,-49.820274,0.82669634,0.7744942,0.69492114,0.53377944,0.39972702,0.37773645,0.36481827,0.41795295,0.50677264,0.5720249,0.7134164,0.78813934,1488.6417358269775,0.0811481881648936
-221.4669,105.22171,7.0708704,21.974852,1.0752089,7.9843373,5.3088017,5.350637,-10.94089,0.47244805,4.363175,5.6629515,2.642247,1.2666024,1.3188035,-1.4147545,-1.2769743,-1.0378377,-2.7858462,-2.8420937,-3.6701694,-3.828759,-4.092772,-2.9717946,-3.8530562,-6.3948402,-7.0850887,-7.801848,-9.511386,-10.3089905,-8.505824,-6.304276,-4.9110193,-4.1349025,-3.7295978,-5.2069936,-6.5182886,-6.3378115,-9.687522,-15.918263,-18.67243,-16.515574,-15.396413,-17.233843,-16.62116,-13.684808,-12.460223,-12.0291605,-12.891681,-14.720155,-13.82456,-12.0604,-13.320827,-14.327799,-15.112987,-15.742105,-15.642794,-14.606689,-13.629402,-14.789292,-16.001255,-14.614285,-14.882115,-15.09347,-14.153246,-15.238812,-19.132893,-20.058054,-18.13081,-18.64785,-20.955389,-21.87118,-21.21745,-22.569538,-23.377935,-22.680983,-23.064877,-22.699112,-22.679363,-22.60784,-21.311794,-20.9582,-21.53445,-21.250616,-21.603489,-22.112425,-22.0846,-21.72884,-21.254217,-21.567137,-20.935783,-21.43996,-20.626883,-20.279005,-20.393084,-20.977312,-23.75005,-24.856981,-24.597513,-24.656845,-24.912987,-26.050495,-26.055307,-25.504576,-26.134108,-26.925392,-26.499613,-27.795893,-28.498827,-28.241312,-29.048895,-28.95178,-28.036972,-28.186056,-28.605461,-27.908388,-28.49326,-28.775785,-28.582779,-28.17486,-29.176867,-29.977125,-30.977484,-30.740196,-30.777948,-31.144186,-31.59312,-32.4392,-33.295994,-33.085037,-33.10404,-33.364002,-32.655586,-32.79403,-32.202667,-31.200754,-31.354872,-32.04898,-34.61833,-38.626366,-50.629326,0.8416008,0.7523748,0.6882003,0.5345429,0.42555958,0.39087912,0.34658328,0.3629416,0.48069808,0.5224775,0.6467209,0.7503451,1481.1915319090851,0.0828000332446808
-240.48036,99.31399,9.156281,19.410574,2.2055612,8.397905,4.7356334,10.625023,-9.6365595,-5.642693,2.902471,1.6079847,0.816523,-3.2660022,-1.8093902,-4.017885,-4.144449,-2.8002508,-5.4319835,-7.150947,-5.1120276,-3.4206042,-2.4278293,-4.4661455,-5.049413,-6.4610834,-9.134187,-10.521192,-10.888895,-10.960561,-11.946781,-10.182657,-9.747969,-9.11173,-10.099934,-10.269601,-8.763755,-7.0116796,-11.96442,-16.989977,-19.799316,-19.028902,-18.88234,-19.93416,-18.636152,-16.254393,-14.8362465,-14.320775,-14.021021,-14.80939,-14.495458,-13.699876,-14.38685,-14.78709,-13.710973,-13.752144,-16.068287,-16.806654,-17.218065,-17.912786,-18.721182,-18.060408,-17.680374,-17.75061,-17.819462,-19.348455,-21.554165,-20.136024,-20.550571,-22.076065,-23.679514,-24.949728,-25.57812,-25.39785,-23.904564,-22.728596,-22.904812,-23.720467,-22.89378,-23.637466,-23.613361,-22.71397,-23.851479,-23.474293,-24.668154,-21.523483,-21.15705,-22.141127,-22.961369,-23.007566,-23.375486,-21.656942,-21.10781,-21.699228,-22.899536,-25.125402,-26.665888,-24.60809,-26.027931,-29.357904,-29.55856,-28.132769,-29.836908,-30.535326,-29.095554,-29.312208,-28.521523,-29.13206,-29.536757,-30.183668,-29.544508,-28.538616,-27.944647,-28.390783,-27.994562,-28.865602,-28.708616,-28.354485,-29.392363,-29.384592,-28.815392,-29.93649,-30.98969,-31.673443,-32.895046,-33.48598,-33.08299,-35.060165,-34.25188,-33.012318,-32.294365,-32.03001,-33.130146,-33.171738,-32.56991,-32.034706,-33.08936,-34.822914,-35.02288,-37.833183,-49.3176,0.6763997,0.630238,0.74802166,0.55761987,0.3340985,0.31204826,0.32714278,0.424523,0.49390033,0.61219287,0.73576206,0.7574438,1579.8461368337803,0.0889502992021276
-207.07042,102.11082,8.4405155,22.001364,-4.5387893,12.759937,3.921975,13.071649,-6.986859,-7.9761877,3.5230417,3.3488383,-2.2905054,1.7235643,2.5858777,1.0073258,-1.2713243,-1.4811847,-3.2196474,-3.1553464,-1.6861576,0.4000768,-1.1523963,-1.5838817,-3.0013466,-3.8678372,-5.734518,-8.343997,-7.9396243,-7.455417,-7.5396776,-6.6399107,-6.1651697,-6.362869,-7.2052436,-6.0332413,-5.7761917,-5.960403,-10.01901,-15.079784,-17.769379,-15.844072,-15.065698,-14.411636,-13.316959,-11.793675,-11.923962,-10.669445,-9.645108,-9.495241,-10.137357,-10.163819,-10.545127,-11.395837,-11.266908,-11.2477455,-12.681329,-13.657001,-14.383892,-13.539662,-13.563027,-14.676443,-15.359345,-15.458953,-15.34203,-17.560593,-19.026527,-18.618649,-18.0944,-19.632751,-20.934986,-21.99977,-22.2606,-22.06749,-21.076735,-20.541107,-21.168772,-21.783955,-22.246368,-22.615744,-21.639095,-20.695656,-20.324547,-20.00063,-19.870564,-18.082367,-18.837389,-19.33872,-19.64234,-20.5331,-20.38777,-18.313303,-18.54234,-19.639032,-19.777672,-21.437405,-24.825396,-25.503916,-25.51467,-26.857136,-28.119673,-27.316801,-26.454731,-25.461786,-24.470713,-24.178326,-24.209673,-23.719498,-23.850687,-23.146738,-23.78253,-24.149172,-24.072214,-24.445587,-24.915752,-25.04188,-25.144281,-25.406996,-25.760906,-25.666718,-25.901253,-25.827423,-27.88236,-28.31848,-29.82929,-31.181463,-31.451288,-33.379684,-32.418423,-31.252647,-30.426016,-30.608051,-31.295269,-30.952522,-31.193567,-31.291372,-32.20414,-33.21919,-34.22167,-37.218998,-49.64439,0.65034807,0.686606,0.6282209,0.4469861,0.3482509,0.30626947,0.38249922,0.5440064,0.71448255,0.7248536,0.68584645,0.7287689,1548.9692017998234,0.0855946642287234
-217.70801,103.08389,6.970581,19.625275,-3.8554044,9.617422,4.029502,12.009089,-7.6151066,-6.683784,2.9840848,2.9603693,-0.4429757,-0.6632953,0.0004924407,-0.770158,-1.9753984,-2.5379303,-3.6831393,-4.9747806,-3.8840997,-1.3468957,-1.4426471,-2.3828046,-3.8088818,-5.677165,-7.348909,-9.465099,-8.435765,-9.004083,-9.44484,-6.7127376,-6.6162844,-6.157934,-8.118772,-7.1231265,-5.7739525,-5.299928,-9.7234,-14.941956,-17.732977,-16.527407,-15.429911,-16.5788,-15.188882,-12.719126,-11.153543,-11.000266,-10.693545,-11.172997,-11.021488,-10.289658,-11.787784,-11.558692,-11.033091,-11.407836,-14.136644,-14.252444,-14.566287,-15.41056,-15.244908,-14.777893,-15.319034,-16.350454,-17.389421,-18.590244,-19.827215,-18.893768,-18.574726,-20.000185,-21.409002,-23.055056,-23.168053,-22.50611,-22.443178,-21.40468,-21.082085,-21.66645,-21.77381,-23.274883,-22.092869,-21.076342,-21.615591,-21.700825,-22.128864,-19.293667,-19.12226,-20.08605,-20.797096,-20.842812,-21.253225,-20.460314,-19.223207,-19.749216,-21.551231,-23.650396,-25.381435,-22.469799,-24.685781,-28.2416,-28.149406,-27.291979,-27.54803,-27.982525,-26.637583,-26.906439,-26.416454,-26.133236,-25.614069,-24.30777,-25.441751,-25.946861,-25.677895,-25.600922,-26.128466,-26.886927,-26.787222,-27.088732,-27.608677,-27.443495,-27.507582,-27.862793,-29.181326,-30.16251,-31.035822,-31.707706,-31.70364,-34.198696,-33.301186,-32.0985,-31.640755,-31.46275,-31.892914,-32.09269,-31.658983,-31.84671,-32.658875,-33.841305,-34.586266,-37.763233,-50.132942,0.6933172,0.6866617,0.7605759,0.5242088,0.34031552,0.2953344,0.2947526,0.41250274,0.56320506,0.66139185,0.76169366,0.7878898,1535.721599443063,0.0924669630984042
35.25902,62.711098,-3.0876257,12.902387,-2.302245,12.030683,10.194279,4.6110215,-7.348241,5.233697,14.403837,5.2046504,0.10860862,17.002022,18.805073,20.389654,17.624853,12.904375,11.601515,11.995603,11.991948,10.174855,9.254681,9.02761,10.123652,8.990653,8.818124,7.92002,7.3090224,8.088542,7.296414,8.19683,9.286442,8.366868,7.3065243,9.0775585,9.242492,10.027941,8.415325,7.4941263,7.4827037,8.242042,8.735562,9.261425,7.456798,3.537612,2.7198527,3.8007076,5.6346974,5.7067623,7.1229267,6.151279,6.128368,6.5286555,6.9097505,7.117713,8.075327,8.120067,7.537704,6.7997813,8.258719,9.508876,10.641336,10.8676815,10.928259,10.341997,6.8222027,2.9176297,2.860857,3.989283,3.9147906,2.927449,1.6668568,0.88903093,1.6893153,0.40520635,-1.0212708,-1.1821079,-0.9658598,-2.355905,-0.5642153,2.501497,1.5633227,1.9985828,2.8169186,2.4143853,1.5811176,0.72919995,-0.6038243,1.7911867,4.129805,5.500602,5.8567543,4.12064,4.873542,4.635091,3.432331,2.38412,-0.13587005,-1.1067766,-1.5093665,-1.3222474,-0.06088162,0.738123,-1.2355714,-3.1420531,-2.380377,-1.2106279,-1.2025049,-0.63067454,0.7048946,0.6138023,0.018257614,-3.3108394,-2.8997204,-1.757239,-1.5581454,-1.132541,-0.93711984,-1.713067,-1.6226327,-1.8581973,-3.4803727,-4.057652,-5.5492387,-7.987772,-7.4403825,-6.785178,-7.003818,-5.3764744,-5.7021737,-5.059581,-4.6081486,-4.5361495,-5.1877017,-5.244896,-6.562461,-5.348575,-4.4642534,-8.69317,-21.4182,0.57101446,0.6348009,0.82139134,0.9728598,0.78378385,0.5652983,0.49889404,0.37683478,0.36498842,0.38749152,0.47796792,0.5330349,2345.287128468148,0.1851832613031915
-239.01398,97.10495,10.08152,18.840738,1.028392,10.461638,4.168481,11.522167,-9.168151,-5.9788184,3.3276834,1.8004447,0.2001965,-3.2511399,-1.5240091,-4.043429,-3.9707272,-2.632353,-4.9368587,-7.034329,-5.45201,-4.0392847,-3.00221,-5.1058445,-5.4646482,-6.8751574,-8.729213,-10.029758,-10.265671,-11.475252,-12.0088825,-10.094764,-10.005458,-9.683542,-11.067142,-10.863301,-9.34862,-7.847619,-12.207939,-16.939865,-19.810093,-18.2489,-18.133669,-19.66343,-19.131126,-16.256683,-14.032262,-14.307293,-13.837922,-14.513876,-14.006652,-13.927627,-14.763259,-15.399967,-13.990766,-13.670303,-14.938275,-16.840557,-17.434595,-18.030573,-18.362469,-17.08244,-17.864523,-17.294273,-17.342697,-18.334427,-21.704912,-20.481638,-20.433472,-22.368301,-24.648432,-24.927492,-25.731073,-25.632526,-24.007856,-22.510948,-22.687021,-23.34439,-23.242357,-23.908827,-23.571604,-23.03244,-23.479658,-22.96756,-24.89892,-21.91524,-21.47793,-22.176973,-23.430664,-23.120636,-23.064817,-21.933107,-21.214243,-21.740189,-22.96926,-25.338816,-26.527035,-25.677204,-27.016579,-29.37036,-29.466993,-27.80405,-29.186314,-30.311464,-28.87477,-29.321161,-27.713724,-29.097303,-28.832823,-29.020803,-28.950115,-27.5938,-27.526245,-27.596119,-27.253477,-27.987352,-27.608543,-27.250376,-28.42125,-28.145939,-28.148354,-29.41474,-30.24564,-31.16973,-32.41921,-32.72222,-32.43656,-34.66388,-33.70025,-32.714653,-32.066174,-31.791855,-32.59557,-32.621567,-32.132214,-31.857386,-32.965954,-34.752846,-35.161793,-37.750626,-49.17078,0.6659256,0.71284425,0.7755405,0.5126628,0.36797935,0.36929947,0.41057068,0.47511134,0.5636764,0.70146745,0.7760814,0.7676589,1634.8404571601122,0.0925760472074468
29.631317,67.992165,-4.734406,15.104955,-2.495071,14.888768,10.35619,3.9386213,-6.6087155,8.716735,13.212963,3.4594052,-1.4233927,19.222792,21.540169,18.597055,16.121479,13.878806,13.71731,12.756092,10.851529,10.2581,9.650932,9.41175,9.832173,9.6628275,9.220784,7.6384506,6.462975,8.07815,7.4419794,7.8434324,9.35268,8.311728,6.6783032,8.093594,7.4642887,9.50714,8.542142,7.4872437,6.6202416,6.6790586,8.418612,8.768017,8.14016,4.403934,3.2751853,4.847304,6.0861278,6.24252,5.690078,6.0331817,6.0628123,5.5857344,6.293308,5.723997,5.984745,6.9185076,7.138936,7.61838,8.335536,8.573078,9.617787,10.424016,11.214733,9.958172,6.042651,4.089234,5.62001,5.2975793,3.48363,2.7189207,3.6441677,1.5183074,0.5541416,-0.35108656,-1.0374805,-0.3304065,-0.22772351,-2.6676576,-1.9439727,-0.11128689,0.8986827,0.45556474,0.8107849,0.32532084,0.6811228,-0.42704403,-1.3886313,1.5539987,3.4399927,5.2695937,5.6797805,3.8860838,4.699418,5.324046,2.8972437,2.2929394,-0.5446844,-3.2014277,-3.718742,-1.0060345,0.7039892,0.21902752,-1.1808811,-2.2237914,-2.5781348,-1.6891176,-2.0715356,-1.5702411,-0.38847575,0.9962636,-0.75602525,-3.7327237,-4.293874,-3.6443021,-3.371075,-2.6097238,-2.3435903,-2.8075964,-1.1598557,-2.9057384,-3.9459534,-5.079761,-5.8506217,-8.779231,-9.186366,-9.634735,-8.354064,-7.5960555,-6.465621,-5.379419,-5.240354,-6.078676,-5.975161,-7.442262,-8.527156,-7.3068147,-6.90244,-11.554842,-24.558058,0.5446839,0.6617788,0.92512923,0.91425556,0.64984214,0.5356465,0.43438935,0.38713443,0.38915485,0.42344183,0.49050733,0.4554618,2229.288617463439,0.1753968583776596
